"","Time","Temp","DO","Q"
"467",2018-09-27 07:47:00,17.475815,7.705251,0.989695
"468",2018-09-27 07:52:00,17.619174,7.679401,0.987841
"469",2018-09-27 07:57:00,17.678167,7.682637,0.987678
"470",2018-09-27 08:02:00,17.703444,7.688573,0.987417
"471",2018-09-27 08:07:00,17.720292,7.696781,0.98677
"472",2018-09-27 08:12:00,17.737139,7.711378,0.986519
"473",2018-09-27 08:17:00,17.745562,7.747491,0.986702
"474",2018-09-27 08:22:00,17.753985,7.758054,0.986406
"475",2018-09-27 08:27:00,17.770828,7.779232,0.986181
"476",2018-09-27 08:32:00,17.779249,7.82867,0.986796
"477",2018-09-27 08:37:00,17.79609,7.850072,0.985828
"478",2018-09-27 08:42:00,17.81293,7.884613,0.986033
"479",2018-09-27 08:47:00,17.838186,7.923589,0.985913
"480",2018-09-27 08:52:00,17.863438,7.969411,0.986949
"481",2018-09-27 08:57:00,17.888686,8.002229,0.986427
"482",2018-09-27 09:02:00,17.913931,8.041896,0.987067
"483",2018-09-27 09:07:00,17.955997,8.063656,0.985791
"484",2018-09-27 09:12:00,17.989643,8.10134,0.986072
"485",2018-09-27 09:17:00,18.023282,8.118923,0.985502
"486",2018-09-27 09:22:00,18.065322,8.154568,0.985803
"487",2018-09-27 09:27:00,18.098947,8.185965,0.985675
"488",2018-09-27 09:32:00,18.140969,8.24262,0.987226
"489",2018-09-27 09:37:00,18.191383,8.235184,0.985441
"490",2018-09-27 09:42:00,18.233384,8.271522,0.985749
"491",2018-09-27 09:47:00,18.283773,8.284859,0.985208
"492",2018-09-27 09:52:00,18.325753,8.321508,0.986292
"493",2018-09-27 09:57:00,18.367724,8.344383,0.986154
"494",2018-09-27 10:02:00,18.418078,8.357942,0.985222
"495",2018-09-27 10:07:00,18.468418,8.385605,0.985522
"496",2018-09-27 10:12:00,18.518745,8.41341,0.985823
"497",2018-09-27 10:17:00,18.569059,8.413059,0.984821
"498",2018-09-27 10:22:00,18.619361,8.462335,0.985614
"499",2018-09-27 10:27:00,18.678031,8.459622,0.985411
"500",2018-09-27 10:32:00,18.719928,8.483139,0.985271
"501",2018-09-27 10:37:00,18.761817,8.492453,0.985065
"502",2018-09-27 10:42:00,18.812073,8.5137,0.984942
"503",2018-09-27 10:47:00,18.862316,8.527855,0.985579
"504",2018-09-27 10:52:00,18.920919,8.546844,0.985079
"505",2018-09-27 10:57:00,18.962769,8.556339,0.985269
"506",2018-09-27 11:02:00,19.021346,8.582712,0.985598
"507",2018-09-27 11:07:00,19.088273,8.599529,0.985913
"508",2018-09-27 11:12:00,19.130092,8.601907,0.985672
"509",2018-09-27 11:17:00,19.180265,8.594612,0.984612
"510",2018-09-27 11:22:00,19.230428,8.609141,0.985258
"511",2018-09-27 11:27:00,19.288939,8.621303,0.98512
"512",2018-09-27 11:32:00,19.330723,8.623771,0.985279
"513",2018-09-27 11:37:00,19.380856,8.623835,0.984651
"514",2018-09-27 11:42:00,19.439331,8.650754,0.985792
"515",2018-09-27 11:47:00,19.489442,8.658206,0.985197
"516",2018-09-27 11:52:00,19.539544,8.643688,0.985306
"517",2018-09-27 11:57:00,19.589636,8.658517,0.984744
"518",2018-09-27 12:02:00,19.631373,8.653779,0.98487
"519",2018-09-27 12:07:00,19.681448,8.646646,0.984203
"520",2018-09-27 12:12:00,19.731515,8.66891,0.985706
"521",2018-09-27 12:17:00,19.781573,8.669164,0.985479
"522",2018-09-27 12:22:00,19.831623,8.66208,0.985624
"523",2018-09-27 12:27:00,19.873324,8.664776,0.985379
"524",2018-09-27 12:32:00,19.931697,8.677424,0.98524
"525",2018-09-27 12:37:00,19.990058,8.667995,0.985813
"526",2018-09-27 12:42:00,20.015067,8.675547,0.986348
"527",2018-09-27 12:47:00,20.056744,8.663571,0.985622
"528",2018-09-27 12:52:00,20.106749,8.671335,0.98584
"529",2018-09-27 12:57:00,20.148414,8.652026,0.985487
"530",2018-09-27 13:02:00,20.190074,8.640119,0.98517
"531",2018-09-27 13:07:00,20.206737,8.628021,0.985581
"532",2018-09-27 13:12:00,20.240059,8.640557,0.986172
"533",2018-09-27 13:17:00,20.25672,8.650519,0.986691
"534",2018-09-27 13:22:00,20.290038,8.641015,0.987176
"535",2018-09-27 13:27:00,20.331681,8.614484,0.985966
"536",2018-09-27 13:32:00,20.381647,8.614971,0.98656
"537",2018-09-27 13:37:00,20.414953,8.590894,0.985742
"538",2018-09-27 13:42:00,20.448257,8.603433,0.986745
"539",2018-09-27 13:47:00,20.481558,8.572099,0.985892
"540",2018-09-27 13:52:00,20.514856,8.562727,0.985967
"541",2018-09-27 13:57:00,20.548151,8.546094,0.986006
"542",2018-09-27 14:02:00,20.564798,8.512404,0.985904
"543",2018-09-27 14:07:00,20.581444,8.507756,0.985941
"544",2018-09-27 14:12:00,20.598089,8.481443,0.986692
"545",2018-09-27 14:17:00,20.614733,8.484027,0.986765
"546",2018-09-27 14:22:00,20.623056,8.452914,0.986643
"547",2018-09-27 14:27:00,20.639699,8.42679,0.986576
"548",2018-09-27 14:32:00,20.639699,8.391074,0.985996
"549",2018-09-27 14:37:00,20.664663,8.384211,0.986459
"550",2018-09-27 14:42:00,20.672984,8.353509,0.986747
"551",2018-09-27 14:47:00,20.689626,8.334796,0.987528
"552",2018-09-27 14:52:00,20.697946,8.311343,0.987037
